# formatVersion	captureKey	name=value fields (UTF-8, CRLF)
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=185	columnOffset=5	constructionOrigImage=tile_sea8 1821	gameMapX=486	gameMapY=415	height=0.25	index=82	positionOffsetX=0.5	positionOffsetY=-2	positionX=35.5	positionY=124.75	positionZ=0	relativeTileX=-6	relativeTileY=-7	row=402	rowOffset=17	tileColor=1,1,1,1	tileImage=tile_buildings1 100	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=284	tileY=213	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-302
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=186	columnOffset=6	constructionOrigImage=tile_sea8 1829	gameMapX=486	gameMapY=414	height=0.25	index=83	positionOffsetX=1	positionOffsetY=-1.75	positionX=36	positionY=125	positionZ=0	relativeTileX=-5	relativeTileY=-7	row=401	rowOffset=16	tileColor=1,1,1,1	tileImage=tile_buildings1 103	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=285	tileY=213	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-351
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=184	columnOffset=4	constructionOrigImage=tile_sea8 1849	gameMapX=485	gameMapY=416	height=0.25	index=84	positionOffsetX=-0.5	positionOffsetY=-2	positionX=34.5	positionY=124.75	positionZ=0	relativeTileX=-7	relativeTileY=-6	row=402	rowOffset=17	tileColor=1,1,1,1	tileImage=tile_buildings1 099	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=283	tileY=214	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-302
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=184	columnOffset=4	constructionOrigImage=tile_sea8 1833	gameMapX=484	gameMapY=416	height=0.25	index=85	positionOffsetX=-1	positionOffsetY=-1.75	positionX=34	positionY=125	positionZ=0	relativeTileX=-7	relativeTileY=-5	row=401	rowOffset=16	tileColor=1,1,1,1	tileImage=tile_buildings1 101	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=283	tileY=215	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-351
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=186	columnOffset=6	constructionOrigImage=tile_sea8 1805	gameMapX=486	gameMapY=413	height=0.25	index=86	positionOffsetX=1.5	positionOffsetY=-1.5	positionX=36.5	positionY=125.25	positionZ=0	relativeTileX=-4	relativeTileY=-7	row=400	rowOffset=15	tileColor=1,1,1,1	tileImage=tile_buildings1 107	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=286	tileY=213	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-400
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=187	columnOffset=7	constructionOrigImage=tile_sea8 1849	gameMapX=486	gameMapY=412	height=0.25	index=87	positionOffsetX=2	positionOffsetY=-1.25	positionX=37	positionY=125.5	positionZ=0	relativeTileX=-3	relativeTileY=-7	row=399	rowOffset=14	tileColor=1,1,1,1	tileImage=tile_buildings1 112	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=287	tileY=213	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-449
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=183	columnOffset=3	constructionOrigImage=tile_sea8 1813	gameMapX=483	gameMapY=416	height=0.25	index=88	positionOffsetX=-1.5	positionOffsetY=-1.5	positionX=33.5	positionY=125.25	positionZ=0	relativeTileX=-7	relativeTileY=-4	row=400	rowOffset=15	tileColor=1,1,1,1	tileImage=tile_buildings1 104	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=283	tileY=216	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-400
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=183	columnOffset=3	constructionOrigImage=tile_sea8 1817	gameMapX=482	gameMapY=416	height=0.25	index=89	positionOffsetX=-2	positionOffsetY=-1.25	positionX=33	positionY=125.5	positionZ=0	relativeTileX=-7	relativeTileY=-3	row=399	rowOffset=14	tileColor=1,1,1,1	tileImage=tile_buildings1 108	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=283	tileY=217	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-449
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=187	columnOffset=7	constructionOrigImage=tile_sea8 1853	gameMapX=486	gameMapY=411	height=0.25	index=90	positionOffsetX=2.5	positionOffsetY=-1	positionX=37.5	positionY=125.75	positionZ=0	relativeTileX=-2	relativeTileY=-7	row=398	rowOffset=13	tileColor=1,1,1,1	tileImage=tile_buildings1 073	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=288	tileY=213	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-498
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=188	columnOffset=8	constructionOrigImage=tile_sea8 1841	gameMapX=486	gameMapY=410	height=0.25	index=91	positionOffsetX=3	positionOffsetY=-0.75	positionX=38	positionY=126	positionZ=0	relativeTileX=-1	relativeTileY=-7	row=397	rowOffset=12	tileColor=1,1,1,1	tileImage=tile_buildings1 075	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=289	tileY=213	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-547
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=182	columnOffset=2	constructionOrigImage=tile_sea8 1821	gameMapX=481	gameMapY=416	height=0.25	index=92	positionOffsetX=-2.5	positionOffsetY=-1	positionX=32.5	positionY=125.75	positionZ=0	relativeTileX=-7	relativeTileY=-2	row=398	rowOffset=13	tileColor=1,1,1,1	tileImage=tile_buildings1 123	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=283	tileY=218	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-498
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=182	columnOffset=2	constructionOrigImage=tile_sea8 1817	gameMapX=480	gameMapY=416	height=0.25	index=93	positionOffsetX=-3	positionOffsetY=-0.75	positionX=32	positionY=126	positionZ=0	relativeTileX=-7	relativeTileY=-1	row=397	rowOffset=12	tileColor=1,1,1,1	tileImage=tile_buildings1 124	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=283	tileY=219	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-547
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=188	columnOffset=8	constructionOrigImage=tile_sea8 1849	gameMapX=486	gameMapY=409	height=0.25	index=94	positionOffsetX=3.5	positionOffsetY=-0.5	positionX=38.5	positionY=126.25	positionZ=0	relativeTileX=0	relativeTileY=-7	row=396	rowOffset=11	tileColor=1,1,1,1	tileImage=tile_buildings1 078	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=290	tileY=213	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-596
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=189	columnOffset=9	constructionOrigImage=tile_sea8 1857	gameMapX=486	gameMapY=408	height=0.25	index=95	positionOffsetX=4	positionOffsetY=-0.25	positionX=39	positionY=126.5	positionZ=0	relativeTileX=1	relativeTileY=-7	row=395	rowOffset=10	tileColor=1,1,1,1	tileImage=tile_buildings1 082	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=291	tileY=213	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-645
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=181	columnOffset=1	constructionOrigImage=tile_sea8 1853	gameMapX=479	gameMapY=416	height=0.25	index=96	positionOffsetX=-3.5	positionOffsetY=-0.5	positionX=31.5	positionY=126.25	positionZ=0	relativeTileX=-7	relativeTileY=0	row=396	rowOffset=11	tileColor=1,1,1,1	tileImage=tile_buildings1 126	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=283	tileY=220	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-596
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=181	columnOffset=1	constructionOrigImage=tile_sea8 1829	gameMapX=478	gameMapY=416	height=0.25	index=97	positionOffsetX=-4	positionOffsetY=-0.25	positionX=31	positionY=126.5	positionZ=0	relativeTileX=-7	relativeTileY=1	row=395	rowOffset=10	tileColor=1,1,1,1	tileImage=tile_buildings1 129	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=283	tileY=221	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-645
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=189	columnOffset=9	constructionOrigImage=tile_sea8 1833	gameMapX=486	gameMapY=407	height=0.25	index=98	positionOffsetX=4.5	positionOffsetY=0	positionX=39.5	positionY=126.75	positionZ=0	relativeTileX=2	relativeTileY=-7	row=394	rowOffset=9	tileColor=1,1,1,1	tileImage=tile_buildings1 087	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=292	tileY=213	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-694
2	MAPPER_BEDOUIN_STOCKADE|Generic|ReservationDefault	buildingHeight=0	column=180	columnOffset=0	constructionOrigImage=tile_sea8 1833	gameMapX=477	gameMapY=416	height=0.25	index=99	positionOffsetX=-4.5	positionOffsetY=0	positionX=30.5	positionY=126.75	positionZ=0	relativeTileX=-7	relativeTileY=2	row=394	rowOffset=9	tileColor=1,1,1,1	tileImage=tile_buildings1 133	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=283	tileY=222	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-694
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=182	columnOffset=1	constructionOrigImage=tile_sea8 1817	gameMapX=479	gameMapY=414	height=0.25	index=0	positionOffsetX=0	positionOffsetY=-0.25	positionX=32.5	positionY=126.75	positionZ=0	relativeTileX=0	relativeTileY=0	row=394	rowOffset=4	tileColor=1,1,1,1	tileImage=tile_workshops 1285	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=285	tileY=220	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-694
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=182	columnOffset=1	constructionOrigImage=tile_sea8 1837	gameMapX=480	gameMapY=415	height=0.25	index=1	positionOffsetX=0	positionOffsetY=-0.75	positionX=32.5	positionY=126.25	positionZ=0	relativeTileX=-1	relativeTileY=-1	row=396	rowOffset=6	tileColor=1,1,1,1	tileImage=tile_workshops 1281	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=284	tileY=219	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-596
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=183	columnOffset=2	constructionOrigImage=tile_sea8 1837	gameMapX=480	gameMapY=414	height=0.25	index=2	positionOffsetX=0.5	positionOffsetY=-0.5	positionX=33	positionY=126.5	positionZ=0	relativeTileX=0	relativeTileY=-1	row=395	rowOffset=5	tileColor=1,1,1,1	tileImage=tile_workshops 1283	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=285	tileY=219	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-645
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=183	columnOffset=2	constructionOrigImage=tile_sea8 1809	gameMapX=480	gameMapY=413	height=0.25	index=3	positionOffsetX=1	positionOffsetY=-0.25	positionX=33.5	positionY=126.75	positionZ=0	relativeTileX=1	relativeTileY=-1	row=394	rowOffset=4	tileColor=1,1,1,1	tileImage=tile_workshops 1286	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=286	tileY=219	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-694
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=182	columnOffset=1	constructionOrigImage=tile_sea8 1813	gameMapX=479	gameMapY=415	height=0.25	index=4	positionOffsetX=-0.5	positionOffsetY=-0.5	positionX=32	positionY=126.5	positionZ=0	relativeTileX=-1	relativeTileY=0	row=395	rowOffset=5	tileColor=1,1,1,1	tileImage=tile_workshops 1282	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=284	tileY=220	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-645
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=183	columnOffset=2	constructionOrigImage=tile_sea8 1853	gameMapX=479	gameMapY=413	height=0.25	index=5	positionOffsetX=0.5	positionOffsetY=0	positionX=33	positionY=127	positionZ=0	relativeTileX=1	relativeTileY=0	row=393	rowOffset=3	tileColor=1,1,1,1	tileImage=tile_workshops 1289	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=286	tileY=220	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-743
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=181	columnOffset=0	constructionOrigImage=tile_sea8 1845	gameMapX=478	gameMapY=415	height=0.25	index=6	positionOffsetX=-1	positionOffsetY=-0.25	positionX=31.5	positionY=126.75	positionZ=0	relativeTileX=-1	relativeTileY=1	row=394	rowOffset=4	tileColor=1,1,1,1	tileImage=tile_workshops 1284	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=284	tileY=221	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-694
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=182	columnOffset=1	constructionOrigImage=tile_sea8 1821	gameMapX=478	gameMapY=414	height=0.25	index=7	positionOffsetX=-0.5	positionOffsetY=0	positionX=32	positionY=127	positionZ=0	relativeTileX=0	relativeTileY=1	row=393	rowOffset=3	tileColor=1,1,1,1	tileImage=tile_workshops 1288	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=285	tileY=221	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-743
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=182	columnOffset=1	constructionOrigImage=tile_sea8 1857	gameMapX=478	gameMapY=413	height=0.25	index=8	positionOffsetX=0	positionOffsetY=0.25	positionX=32.5	positionY=127.25	positionZ=0	relativeTileX=1	relativeTileY=1	row=392	rowOffset=2	tileColor=1,1,1,1	tileImage=tile_workshops 1292	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=286	tileY=221	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-792
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=184	columnOffset=3	constructionOrigImage=tile_sea8 1813	gameMapX=480	gameMapY=412	height=0.25	index=9	positionOffsetX=1.5	positionOffsetY=0	positionX=34	positionY=127	positionZ=0	relativeTileX=2	relativeTileY=-1	row=393	rowOffset=3	tileColor=1,1,1,1	tileImage=tile_workshops 1290	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=287	tileY=219	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-743
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=183	columnOffset=2	constructionOrigImage=tile_sea8 1845	gameMapX=479	gameMapY=412	height=0.25	index=10	positionOffsetX=1	positionOffsetY=0.25	positionX=33.5	positionY=127.25	positionZ=0	relativeTileX=2	relativeTileY=0	row=392	rowOffset=2	tileColor=1,1,1,1	tileImage=tile_workshops 1293	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=287	tileY=220	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-792
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=183	columnOffset=2	constructionOrigImage=tile_sea8 1849	gameMapX=478	gameMapY=412	height=0.25	index=11	positionOffsetX=0.5	positionOffsetY=0.5	positionX=33	positionY=127.5	positionZ=0	relativeTileX=2	relativeTileY=1	row=391	rowOffset=1	tileColor=1,1,1,1	tileImage=tile_workshops 1295	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=287	tileY=221	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-841
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=181	columnOffset=0	constructionOrigImage=tile_sea8 1849	gameMapX=477	gameMapY=415	height=0.25	index=12	positionOffsetX=-1.5	positionOffsetY=0	positionX=31	positionY=127	positionZ=0	relativeTileX=-1	relativeTileY=2	row=393	rowOffset=3	tileColor=1,1,1,1	tileImage=tile_workshops 1287	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=284	tileY=222	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-743
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=181	columnOffset=0	constructionOrigImage=tile_sea8 1825	gameMapX=477	gameMapY=414	height=0.25	index=13	positionOffsetX=-1	positionOffsetY=0.25	positionX=31.5	positionY=127.25	positionZ=0	relativeTileX=0	relativeTileY=2	row=392	rowOffset=2	tileColor=1,1,1,1	tileImage=tile_workshops 1291	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=285	tileY=222	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-792
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=182	columnOffset=1	constructionOrigImage=tile_sea8 1829	gameMapX=477	gameMapY=413	height=0.25	index=14	positionOffsetX=-0.5	positionOffsetY=0.5	positionX=32	positionY=127.5	positionZ=0	relativeTileX=1	relativeTileY=2	row=391	rowOffset=1	tileColor=1,1,1,1	tileImage=tile_workshops 1294	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=286	tileY=222	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-841
2	MAPPER_BLACKSMITH|Generic|Default	buildingHeight=0	column=182	columnOffset=1	constructionOrigImage=tile_sea8 1825	gameMapX=477	gameMapY=412	height=0.25	index=15	positionOffsetX=0	positionOffsetY=0.75	positionX=32.5	positionY=127.75	positionZ=0	relativeTileX=2	relativeTileY=2	row=390	rowOffset=0	tileColor=1,1,1,1	tileImage=tile_workshops 1296	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=287	tileY=222	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-890
2	MAPPER_BREWER|Generic|Default	buildingHeight=0	column=183	columnOffset=1	constructionOrigImage=tile_sea8 1809	gameMapX=477	gameMapY=410	height=0.25	index=0	positionOffsetX=0	positionOffsetY=-0.25	positionX=33.5	positionY=128.25	positionZ=0	relativeTileX=0	relativeTileY=0	row=388	rowOffset=4	tileColor=1,1,1,1	tileImage=tile_workshops 997	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=289	tileY=222	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-988
2	MAPPER_BREWER|Generic|Default	buildingHeight=0	column=183	columnOffset=1	constructionOrigImage=tile_sea8 1857	gameMapX=478	gameMapY=411	height=0.25	index=1	positionOffsetX=0	positionOffsetY=-0.75	positionX=33.5	positionY=127.75	positionZ=0	relativeTileX=-1	relativeTileY=-1	row=390	rowOffset=6	tileColor=1,1,1,1	tileImage=tile_workshops 993	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=288	tileY=221	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-890
2	MAPPER_BREWER|Generic|Default	buildingHeight=0	column=184	columnOffset=2	constructionOrigImage=tile_sea8 1805	gameMapX=478	gameMapY=410	height=0.25	index=2	positionOffsetX=0.5	positionOffsetY=-0.5	positionX=34	positionY=128	positionZ=0	relativeTileX=0	relativeTileY=-1	row=389	rowOffset=5	tileColor=1,1,1,1	tileImage=tile_workshops 995	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=289	tileY=221	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-939
2	MAPPER_BREWER|Generic|Default	buildingHeight=0	column=184	columnOffset=2	constructionOrigImage=tile_sea8 1841	gameMapX=478	gameMapY=409	height=0.25	index=3	positionOffsetX=1	positionOffsetY=-0.25	positionX=34.5	positionY=128.25	positionZ=0	relativeTileX=1	relativeTileY=-1	row=388	rowOffset=4	tileColor=1,1,1,1	tileImage=tile_workshops 998	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=290	tileY=221	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-988
